ID;ITEMCODE;ITEMNAME;UNITPRICE;CATEGORY1;CATEGORY2;CATEGORY3;CATEGORY4;BRAND
17247;32919;KOMILI 300 ML SIVI SABUN SANS. HUZUR *12*;2,376;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;KOMILI
17248;32921;OPS MASA USTU KALEMLIK KLM 203;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17249;32922;F 138 UGUR BOCEGI TEKLI GIRGIR;1,248;TEMIZLIK;EV GERECLERI;EV PLASTIK GERECLERI;PLASTIK;FLORA
17250;32924;KIRTA.MAGNUM PILOT KALEM M620 MAVI;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17251;32925;MAGNUM M630 KALEM;5;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17252;32926;MAGNUM VERSATIL 07 18A;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17253;32928;SILA PORS.VAKUMLI SAKLAM KABI 3LU;13,2;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SAKLAMA KABI;SILA
17254;32929;ARBELLA MAK.400 GR POR.SPAGETTI *24*;1,45;GIDA;BAKLIYAT-MAKARNA;MAKARNA;PAKET MAKARNA;ARBELLA
17255;32933;OYUNCAK LUX DOKTOR SETI ;9,25;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17256;32934;PELUS 63 CM KAHVE RENK AYI;124,5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17257;32935;PELUS 53 CM KAHVE RENK KOPEK;80,5;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17258;32938;KUT.ISIKLI SESLI SUPER SAVASCI ROBOT ;109;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17259;32939;KUT.UZ/KUM.F/F.124 ISIKLI SPOR ARABA;33,75;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17260;32940;OTURAN KOPEK PELUS 33 CM;40,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17261;32941;YARI OTOMATIK TUFEK (12 PCS);207,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17262;32942;OYUNCAK AMBULANS.POLIS.JANDARMA ARABA ;38,25;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17263;32943;OYUNCAK KART. VAK.4 LU METAL AR.ASST ;23,9;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17264;32944;HARF SABLON SA-3039;4,404;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17265;32946;KENT TRIX TOZ ICECEK 9 GR LIMON *24*;0,55;SOGUK ICECEKLER;GAZSIZ ICECEK;TOZ ICECEK;TOZ;KENT
17266;32947;KENT CORBA 18 GR KREMALI TAVUK *24*;1,3;GIDA;CORBA-BULYON;CORBALAR;HAZIR CORBA;KENT
17267;32948;PRT.KENT GALETA UNU 400 GR.;5,8;GIDA;UNLU MAMUL-TATLI;UN;DIGER UNLAR;KENT
17268;32949;PRT.KENT OFIS SETI SADE 10'LU *12*;11,6;SICAK ICECEKLER;GUNLUK ICECEK;KAHVE;KARISIMLI KAHVELER;KENT
17269;32951;NATURAL BASIK TENCERE 30 CM;38,4;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;TENCERE;NATURAL
17270;32952;ABC PARF.KONS.YUM.BUY.YASEMIN 1440 ML *9*;12;DETERJAN;CAMASIR YIKAMA;CAMASIR YUMUSATICILAR;KONSANTRE;ABC
17271;32954;SIRIN FANTASIA  ERKEK CORAP ;1,332;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;ERKEK CORAP;SIRIN
17272;32955;ELITE LIFE 0810 SLIP;5,268;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;ELITE
17273;32956;ELITE LIFE 0870 KORSE;9,996;EV;TEKSTIL-GIYIM-AKSESUAR;CAMASIRLAR;BAYAN CAMASIR;ELITE
17274;32960;PENTI 15 DEN FIT PANTOLON 17;1,596;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17275;32961;PENTI 15 DEN FIT KILOTLU 38-2;3,9;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17276;32962;PENTİ FIT 15 KLT. 51-1;9,9;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17277;32963;PENTI 15 DEN FIT KILOTLU 86-3;3,6;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17278;32964;PENTI 15 DEN DANCE SOKET 57;1,692;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17279;32965;PENTI COTTON KLT. 66-4;15,45;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17280;32966;PENTI MICRO 40 KLT 10-1;6,95;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17281;32967;PENTI 40 DEN MUS & OPAK 47;5,784;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17282;32968;PENTI 40 DEN MUS & OPAK 80 L;4,884;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17283;32969;PENTİ SUPER KLT. 57-3;4,5;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17284;32970;PENTİ SUPER KLT. 57-4;4,5;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17285;32972;KOMILI RIVIERA ZEYTIN YAGI 250 ML;8,35;GIDA;SIVI YAG;SIVI YAGLAR;RIVIERA;KOMILI
17286;32976;OYUNCAK ILK YAS TELEFONUM;26,15;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17287;32977;FURKAN U/K CICI KOPEK;16;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17288;32978;WINX MIKRAFON;37,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17289;32979;WINX CADIR ;72,45;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17290;32980;FILELI MEYVE;15,15;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17291;32981;HALK PETIBOR  800 GR *6*;3,6;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;HALK
17292;32982;HALK BIS.KREMAX KAK.FIND.450 GR*6*;4,08;KAHVALTILIK;CIKOLATA;KREM CIKOLATA-EZME;KAKAO-FINDIK KREMASI;HALK
17293;32984;PAKTAS PAMUKLU ÇOCUK KLT DÜZ 3-4 YAS;4,26;BEBEK;IC GIYIM;CORAPLAR;COCUK CORAP;PAKTAS
17294;32985;PAKTAS COCUK KULOTLU 1-3-5;4,128;BEBEK;IC GIYIM;CORAPLAR;COCUK CORAP;PAKTAS
17295;32986;PAKTAS COCUK KULOTLU 7-9-11;4,884;BEBEK;IC GIYIM;CORAPLAR;COCUK CORAP;PAKTAS
17296;32987;TITIZ AP-9006 B.BOY ARN. PRINC SUZGECI ;2,52;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;SUZGEC;TITIZ
17297;32988;TITIZ AP-9026 PAPATYA KASIKLIK ;2,52;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;EL ALETI;TITIZ
17298;32989;TITIZ AP-9208 2 NO KARE ARN. KASE 1,3 LT ;2,35;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;PLASTIK CEREZLIK VE KASELER;TITIZ
17299;32992;HZR CINGIRAK SESLI HAYVANLAR;4,3;OYUNCAK;ZEKA GELISTIRICI;OYUNCAKLAR;BEBE OYUNCAK;OYUNCAK
17300;33000;FB KALEM CANTASI CIFT GOZLU;4,404;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17301;33001;MOR.AJ.FB KUPA KALEMTRAS;0,312;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17302;33002;MOR.AJ.ROKET SILGI GS;0,312;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17303;33004;DURU SHINE DUS JELI 500 ML INCI*12*;7,62;KOZMETIK;DUS-BANYO;VUCUT SAMPUANLARI;DUS JELI;DURU
17304;33005;KOL.DURU LIMON 200 ML PET *24*;10,95;KOZMETIK;PARFUM-DEODORANT;KOLONYALAR;GELENEKSEL;DURU
17305;33006;ARKO NEM KREM 300 ML NAR&UZUM;20,5;KOZMETIK;VUCUT-EL BAKIM;KREMLER;VUCUT-EL KREMLERI;ARKO
17306;33007;DURU SAC KREMI 550 ML YOGUN*12*;7,45;KOZMETIK;DUS-BANYO;SAMPUANLAR;SAC KREMLERI;DURU
17307;33008;ARKO TRAS SONRASI B.KR.CITRUS 75 ML;6,468;KOZMETIK;YUZ BAKIM;TIRAS MALZEMELERI;TIRAS SONRASI KREMLER;ARKO
17308;33009;FAX SIVI SABUN 3,6 LT LIMON CICEGI *4*;14,9;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;FAX
17309;33010;DURU DUS JELI FRESH 450 ML OKYNS ESNT.*12*;13,49;KOZMETIK;DUS-BANYO;VUCUT SAMPUANLARI;DUS JELI;DURU
17310;33011;ACTIVEX S.SABUN 1,8 LT+700 ML HASSAS *8*;22,584;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;ACTIVEX
17311;33012;DURU SAB.SOFT 4X90 GR PEMBE GREYFURT.*24*;8,99;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;DURU
17312;33013;DURU 50.YIL SABUNU OZEL 4X150 *18*;6,9;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;DURU
17313;33014;ARKO NEM KREM 60 ML H.CEVIZLI    ;9,99;KOZMETIK;VUCUT-EL BAKIM;KREMLER;VUCUT-EL KREMLERI;ARKO
17314;33015;TUKAS GELN.BIB.SAL.CAM 570 GR *12*;5,4;GIDA;HAZIR YEMEK-KONSERVE-SALCA;SALCA;BIBER;TUKAS
17315;33016;ABC SIVI DET. 3 LT RENKLILER *6*;17,95;DETERJAN;ELDE YIKAMA URUNLERI;SIVI DETERJAN;SIVI;ABC
17316;33017;ABC SIVI KREM 750 ML LIMONLU *20*;7,45;DETERJAN;EV TEMIZLEYICILER;YUZEY TEMIZLEYICILER;SIVI;ABC
17317;33018;ABC SIVI KREM LIM+AMON. 750+750 ML*10*;14,45;DETERJAN;EV TEMIZLEYICILER;MUTFAK VE BANYO TEMIZLEYICI;KREM;ABC
17318;33019;ABC MATIK 9 KG DAG FERA.*1*;50,76;DETERJAN;CAMASIR YIKAMA;TOZ DETERJANLAR;NORMAL;ABC
17319;33020;MILKA 25 GR ANTEP FISTIKLI *72*;0,9;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BATON CIKOLATA;MILKA
17320;33021;KENT MADLEN CIKOLATA 260 GR;11,94;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;TABLET CIKOLATA;KENT
17321;33022;KENT CARAMELA FIN. KESTANELI 210 GR*12*;7,08;SEKERLEME;CIKOLATA-GOFRET;CIKOLATA;BAR VE KAPLAMALILAR;KENT
17322;33023;FIRST 24,5 GR SENS.NANE GIZEMI*12*;2,0649996;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
17323;33024;FIRST SHFT.13 GR AHD.NAN.*24*;0,876;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
17324;33025;FIRST 13,5 GR NANE*24*;0,624;SEKERLEME;SAKIZ-SEKERLEME;SAKIZ;SAKIZLAR;FIRST
17325;33026;KENT OLIPS 39 GR POSET NANE *24*;1,9;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER;DRAJE SEKERLEME;KENT
17326;33027;ETI CICI BEBE TAHILLI  854 GR *1*;18,45;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;BEBE BISKUVISI;ETI
17327;33028;ETI TOPKEK 35 GR LIMONLU *24*;0,75;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
17328;33029;ETI TARTINI FRAMBUAZLI 171 GR *12*;4,95;GIDA;BISKUVI-CEREZ;BISKUVI;TART;ETI
17329;33030;ETI CIN COKLU KAKAOLU 351 GR*20*;2,892;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
17330;33031;ETI POPKEK MINI 180 GR KAKAOLU*10*;4,45;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
17331;33032;ETI BROWNI INTENSE VISNE 144 GR *12*;2,664;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;ETI
17332;33033;ETI PAYKEK S.SAHANE CIK.KEK 285 GR *6*;7,45;GIDA;BISKUVI-CEREZ;KEK;BATON KEK;ETI
17333;33034;ETI BENIMO 3 LU 264 GR *18*;2,664;GIDA;BISKUVI-CEREZ;BISKUVI;KAPLAMALI BISKUVI;ETI
17334;33035;PINAR SALAM 250 GR KAHVALTILIK *16*;18,25;ET;ISLENMIS ET;SALAM ;DANA SALAM;PINAR
17335;33036;PINAR SALAM 60 GR AC BITIR FISTIKLI;1,728;ET;ISLENMIS ET;SALAM ;DANA SALAM;PINAR
17336;33037;YORUK SALAM 225 GR;4,8;ET;ISLENMIS ET;SALAM ;PILIC SALAM ;PINAR
17337;33038;YORUK SUCUK 225 GR KANGAL *12*;5,95;ET;ISLENMIS ET;SUCUK;PILIC SUCUK;PINAR
17338;33039;PINAR GURME SUC.%100 70 GR*12*;2,388;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
17339;33040;PINAR SUCUK 225 GR DOYUM KANGAL;6,5;ET;ISLENMIS ET;SUCUK;DANA SUCUK;PINAR
17340;33041;PINAR SOSIS GURME 290 GR*18*;9,252;ET;ISLENMIS ET;SOSIS;DANA SOSIS;PINAR
17341;33042;PINAR TEPSI BOREK (KIYMALI-PATATESLI) 500 GR;7,272;GIDA;DONUK URUNLER;DONDURULMUS GIDA;BOREK;PINAR
17342;33043;DALAN SIVI SABUN 4 LT Z.YAGLI *4*;15,9;KOZMETIK;DUS-BANYO;SIVI-JEL SABUNLAR;SIVI;DALAN
17343;33044;DALAN SAC KREMI 200 ML ONARICI BAK.*12*;11,95;KOZMETIK;DUS-BANYO;SAMPUANLAR;SAC KREMLERI;DALAN
17344;33045;DALAN FAMILY GUL 375 GR*24*;2,016;KOZMETIK;DUS-BANYO;KATI SABUNLAR;EL VE YUZ ;DALAN
17345;33047;ETI CUBUK KRAKER 150 GR.SUSAMLI*18*;0,888;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ETI
17346;33048;ETI CRAX BIBERLI KEK.37 GR *14*;0,444;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ETI
17347;33049;ETI KEPEKLI 125 GR *12*;0,888;GIDA;BISKUVI-CEREZ;BISKUVI;BISKUVI;ETI
17348;33050;ETI CICI BEBE TAHILLI 190 GR *12*;2,004;BEBEK;HAZIR YEMEK-MAMA;HAZIR COCUK YEMEKLERI;BEBE BISKUVISI;ETI
17349;33051;ETI TADINDA 140 GR SUSAMLI*16*;1,116;GIDA;BISKUVI-CEREZ;BISKUVI;KRAKER;ETI
17350;33055;PEROS BUL DETERJANI 750 GR LIMO *14*;4,35;DETERJAN;ELDE YIKAMA URUNLERI;SIVI DETERJAN;SIVI;PEROS
17351;33057;PRF.ADIDAS EDT+DEO  BAYAN VITALITY;36,75;KOZMETIK;PARFUM-DEODORANT;PARFUM;PARFUMLER;ADIDAS
17352;33067;ALFA CIFT TARAFLI BANT 38 MM;5,95;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17353;33078;BIZIM AYCICEK  5 LT.TNK.*4*;25,176;GIDA;SIVI YAG;SIVI YAGLAR;AYCICEK;BIZIM
17354;33079;ULKER ICIM KESKUL 150 GR *48*;1,2;SUT;DONDURMA-SUTLU TATLI;SUTLU TATLILAR;MEYVELI;ULKER
17355;33080;ULKER ICIM IRMIK TATLISI 160 GR *48*;1,2;SUT;DONDURMA-SUTLU TATLI;SUTLU TATLILAR;MEYVELI;ULKER
17356;33081;ULKER ICIM SUTLAC 157 GR *48*;1,416;SUT;DONDURMA-SUTLU TATLI;SUTLU TATLILAR;MEYVELI;ULKER
17357;33083;BIZIM MUT.CORBA DOMATES 65 GR *72*;2,9;GIDA;CORBA-BULYON;CORBALAR;HAZIR CORBA;BIZIM
17358;33084;BIZIM MUT. 5 LI VANILIN 25 GR *180*;0,9;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;KABARTMA TOZU VE SEKERLI VANILIN;BIZIM
17359;33086;PENGUEN KOZLENMIS BIBER 680 GR *12*;6,65;GIDA;HAZIR YEMEK-KONSERVE-SALCA;HAZIR YEMEK;KOZLENMIS URUNLER;PENGUEN
17360;33087;PENG.HAS.NOHUT 800GR *12* ;5,328;GIDA;HAZIR YEMEK-KONSERVE-SALCA;HAZIR YEMEK;HASLANMIS KONSERVELER;PENGUEN
17361;33088;DURU BULGUR 1 KG BASBASI *12*;5,49;GIDA;BAKLIYAT-MAKARNA;BAKLIYAT;BULGURLAR;DURU
17362;33089;DURU MERCIMEK 1 KG KIRMIZI YAPRAK *12*;11,75;GIDA;BAKLIYAT-MAKARNA;BAKLIYAT;MERCIMEKLER;DURU
17363;33098;GURAL ARIES ARI208 SU BARDAK ;3,06;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SU BARDAGI;GURAL
17364;33099;GURAL SEDEF SU BARDAK;4,98;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SU BARDAGI;GURAL
17365;33100;GURAL SEDEF SU TAKIMI 7 PRC;8,4;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;CAM SU TAKIMI;GURAL
17366;33101;ICIM PEYNIR 1000 GR *6*;17,952;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;ICIM
17367;33102;CAFE CROWN 972-01 SALEP 18,5 GR *120*;0,36;SICAK ICECEKLER;GUNLUK ICECEK;KAHVE;SICAK CIKOLATA-SAHLEP;ULKER
17368;33103;ICIM LINK 200 ML PORTAKAL *15*;0,9;SOGUK ICECEKLER;GAZSIZ ICECEK;MEYVE SUYU;PORTAKAL;ICIM
17369;33104;ICIM M.SUYU 1 LT KARISIK *12*;3,7;SOGUK ICECEKLER;GAZSIZ ICECEK;MEYVE SUYU;KARISIKLAR;ICIM
17370;33105;ULKER BENECOL 275 ML BITTER CIK.SUT*6*;2,016;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;MEYVELI;ULKER
17371;33106;HALK SUT YAGLI 200 ML;1,1;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;SADE;HALK
17372;33107;ICIM PEYNIR 1000 GR GURME *6*;20,748;KAHVALTILIK;SUT-YOGURT-PEYNIR;PEYNIRLER;BEYAZ PEYNIRLER;ICIM
17373;33108;ICIM SUT 1500 ML Y.YAGLI SISE *6*;4,6;KAHVALTILIK;SUT-YOGURT-PEYNIR;SUT;SADE;ICIM
17374;33109;KESKIN C.SPIDERMAN A5 GUZELYAZI DEFTERI ;3,95;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17375;33110;BAKUGAN A5 G.YAZI DEFTERI KILAVUZ CIZG.;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17376;33111;PEPE BLOKNOT 1401003806 ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17377;33112;PEPE STICKIR ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17378;33113;GLASSCO PARISIEN KAHVALTILIK CERZLIK;2;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KASE;GLASSCO
17379;33114;GLASSCO LILYUM KASE 12 CM;2;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;KASE;GLASSCO
17380;33115;GLASSCO 76370 GARDEN SALATA KASE;0,792;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;DIGER TABAK;GLASSCO
17381;33116;KIRTA.MONOGOL RAYLI ABAKUS;2,676;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17382;33117;KIRTA.MONOPOL ÇIZIM SETI 4 LÜ ;6;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17383;33118;SPIDERMAN KALEMLIK 15816;4,404;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17384;33119;BAKUGAN KALEMLIK 24826;4,404;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17385;33121;PASTEL EXPRESS VOLUME+LENGTH MASCARA;31,75;KOZMETIK;MAKYAJ;MAKYAJ MALZEMELERI;MASKARA;PASTEL
17386;33122;PASTEL NUDE OJE 761 (SUET);5,6;KOZMETIK;MAKYAJ;MAKYAJ MALZEMELERI;OJE;PASTEL
17387;33123;BEYBI EL-K9 9' - 10' LATEKS ELDIVEN;2,7;TEMIZLIK;EV TEMIZLIK GERECLERI;TEMIZLIK ELDIVENLERI;ELDIVENLER;BEYBI
17388;33126;MARET YORE TOM. HIN. SALAM 250GR ;4,92;ET;ISLENMIS ET;SALAM ;HINDI SALAM;MARET
17389;33127;UNO LIMONLU MINI KEK 200 GR;7,75;GIDA;BISKUVI-CEREZ;KEK;MINI KEK;UNO
17390;33128;UNO HAMBURGER 6'LI 312 GR;5,95;GIDA;UNLU MAMUL-TATLI;EKMEK;HAMBURGER EKMEGI;UNO
17391;33129;UNO SUSAMLI HAMB.EKMEGI 312 GR;6,5;GIDA;UNLU MAMUL-TATLI;EKMEK;HAMBURGER EKMEGI;UNO
17392;33130;KNORR COR.KRE.ISKEMBE *144*;2,45;GIDA;CORBA-BULYON;CORBALAR;HAZIR CORBA;KNORR
17393;33131;COOK COP TORBASI BUYUK 65X80 *50*;2,388;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;COP TORBALARI;COOK
17394;33132;COOK KES.YAGLI PISIRME KAGIDI *30*;13,45;EV;MUTFAK GERECLERI;MUTFAK ESYA-GERECLERI;PISIRME KAGIDI;COOK
17395;33133;KOSKA HELVA SADE 3 KG *3*;1,2;KAHVALTILIK;GELENEKSEL;HELVA-TAHIN-PEKMEZ;HELVA;KOSKA
17396;33134;KOSKA HELVA 700 GR SADE *12*;23,45;KAHVALTILIK;GELENEKSEL;HELVA-TAHIN-PEKMEZ;HELVA;KOSKA
17397;33135;KOSKA 500 GR KARISIK AROMALI LOKUM ;11,35;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER GELENEKSEL;LOKUM;KOSKA
17398;33136;KOSKA DIET BADEM EZMESI 150 GR *12*;5,028;SEKERLEME;SAKIZ-SEKERLEME;SEKERLEMELER GELENEKSEL;BADEM;KOSKA
17399;33137;KOSKA RECEL 760 GR CILEK *12*;14,95;KAHVALTILIK;BAL-RECEL;RECEL;CILEK;KOSKA
17400;33138;DOGUS TOMURCUK 125 GR *32*;8,25;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;DOKME;DOGUS
17401;33139;DOGUS.KUP SEKER  750 GR *20*;3,66;CAY-KAHVE-SEKER;GUNLUK ICECEK;SEKER-TATLANDIRICI;KUP SEKERLER;DOGUS
17402;33141;DOGUS FORM KUSBURNU 20'LI 50 GR *12*;5,99;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGUS
17403;33142;DOGUS K.DENIZ EXPORT METALIZE 1 KG *10*;32,94;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;DOKME;DOGUS
17404;33143;DOGUS FORM KIR.MEYVELER 20 X2 GR *12*;5,99;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGUS
17405;33144;PENTI NAYLON SUBA 500-1-2;3,2;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17406;33145;PENTI NAYLON SUBA 57-2-3;3,2;EV;TEKSTIL-GIYIM-AKSESUAR;CORAPLAR;BAYAN CORAP;PENTI
17407;33147;NOT DEFTERI JSB-2 ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17408;33148;DOGADAN ZENC.LIM.KABUK.CAY 39 GR *12*;6,95;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGADAN
17409;33149;DOGADAN CAY GIZLI BAH.SEK.HED.1000 GR *9*;33,9;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;DOKME;DOGADAN
17410;33150;DOGADAN REZENE CAYI 18 GR *12*;3,75;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;BITKISEL;DOGADAN
17411;33151;DOGADAN YESIL CAY SELEC.31,6 GR *12*;6,95;CAY-KAHVE-SEKER;GAZSIZ ICECEK;CAY;YESIL;DOGADAN
17412;33155;TOTAL SEKILLI SIM 12 LI TOT-307 ;1,25;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17413;33156;TOTAL ECO GLUE STICK 21 GR ;1,2;EV;KITAP-DERGI-KIRTASIYE;KIRTASIYE;KIRTASIYE GERECLERI;KIRTASIYELER
17414;33158;NERGIS MAKARNA YUKSUK 500 GR *20*;2,25;GIDA;BAKLIYAT-MAKARNA;MAKARNA;PAKET MAKARNA;NERGIS
17415;33159;NERGIS MAKARNA INCE UZUN 500 GR *20*;2,25;GIDA;BAKLIYAT-MAKARNA;MAKARNA;PAKET MAKARNA;NERGIS
17416;33177;ZENGIBAR BIBER IPEK 100 GR;2,58;GIDA;TUZ-BAHARAT;BAHARAT;ACI TOZ BIBER;ZENGIBAR
17417;33178;ZENGIBAR PASTA SUSU;2,76;GIDA;UNLU MAMUL-TATLI;PASTA MALZEMELERI;PASTA SUSU;ZENGIBAR
17418;33184;SNOPY FT-3393 USB TITRESIMLI DIREKSIYON;43,4;EV;ELEKTRIK-ELEKTRONIK;ELEKTRONIK;ELEKTRONIK ALETLER;SNOPY
